Iter, Loss per batch
198,0.0000
199,0.0000
200,0.0008
201,0.0000
202,0.0000
203,0.0027
204,0.0060
205,0.0000
206,0.0000
207,0.0000
208,0.0000
209,0.0043
210,0.0000
211,0.0000
212,0.0000
213,0.0000
214,0.0000
215,0.0000
216,0.0001
217,0.0002
218,0.0000
219,0.0020
220,0.0000
221,0.0000
222,0.0005
223,0.0003
224,0.0000
225,0.0000
226,0.0000
227,0.0000
228,0.0000
229,0.0000
230,0.0000
231,0.0000
232,0.0000
233,0.0000
234,0.0032
235,0.0000
236,0.0005
237,0.0070
238,0.0000
239,0.0000
240,0.0000
241,0.0000
242,0.0006
243,0.0000
244,0.0007
245,0.0000
246,0.0000
247,0.0000
248,0.0000
249,0.0000
250,0.0000
251,0.0000
252,0.0000
253,0.0000
254,0.0000
255,0.0000
256,0.0000
257,0.0000
258,0.0000
259,0.0000
260,0.0000
261,0.0000
262,0.0000
263,0.0000
264,0.0000
265,0.0000
266,0.0000
267,0.0000
268,0.0000
269,0.0000
270,0.0000
271,0.0000
272,0.0000
273,0.1742
274,0.0000
275,0.0000
276,0.0000
277,0.0000
278,0.0000
279,0.3310
280,0.0000
281,0.0000
282,0.0000
283,0.0000
284,0.0000
285,0.0000
286,0.0000
287,0.0152
288,0.0000
289,0.0072
290,0.0000
291,0.0000
292,0.0000
293,0.0000
294,0.0002
295,0.0684
296,0.0021
297,0.0030
298,0.0000
299,0.0016
300,0.0027
301,0.0001
302,0.0091
303,0.0019
304,0.0002
305,0.0002
306,0.0000
307,0.0037
308,0.0033
309,0.0046
310,0.0015
311,0.0000
312,0.0000
313,0.0000
314,0.0006
315,0.0005
316,0.0037
317,0.0001
318,0.0000
319,0.0000
320,0.0000
321,0.0024
322,0.0000
323,0.0003
324,0.0000
325,0.0005
326,0.0001
327,0.0001
328,0.0000
329,0.0003
330,0.0000
331,0.0000
332,0.0003
333,0.0001
334,0.0000
335,0.0000
336,0.0000
337,0.0002
338,0.0000
339,0.0000
340,0.0000
341,0.0002
342,0.0082
343,0.0000
344,0.0002
345,0.0000
346,0.0000
347,0.0000
348,0.0000
349,0.0000
350,0.0000
351,0.0000
352,0.0000
353,0.0002
354,0.0000
355,0.0000
356,0.0014
357,0.0003
358,0.0000
359,0.0000
360,0.0000
361,0.0001
362,0.0007
363,0.0000
364,0.0000
365,0.0000
366,0.0000
367,0.0000
368,0.0002
369,0.0000
370,0.0000
371,0.0001
372,0.0000
373,0.0000
374,0.0000
375,0.0000
376,0.0000
377,0.0000
378,0.0000
379,0.0000
380,0.0000
381,0.0000
382,0.0000
383,0.0000
384,0.0001
385,0.0000
386,0.0000
387,0.0000
388,0.0000
389,0.0026
390,0.0000
391,0.0000
392,0.0001
393,0.0000
394,0.0001
395,0.0000
396,0.0000
397,0.3318
398,0.0001
399,0.0000
400,0.0000
401,0.0000
402,0.0000
403,0.0004
404,0.0001
405,0.0000
406,0.0000
407,0.0000
408,0.2020
409,0.3309
410,0.0000
411,0.0000
412,0.0000
413,0.0003
414,0.0000
415,0.3309
416,0.0000
417,0.0000
418,0.0000
419,0.0000
420,0.0001
421,0.0000
422,0.0000
423,0.0000
424,0.0000
425,0.0110
426,0.0000
427,0.0000
428,0.0000
429,0.0000
430,0.0000
431,0.0000
432,0.0001
433,0.0000
434,0.0000
435,0.0000
436,0.0000
437,0.0000
438,0.0000
439,0.0000
440,0.0001
441,0.0000
442,0.0001
443,0.0000
444,0.0000
445,0.0006
446,0.0000
447,0.0000
448,0.0000
449,0.0000
450,0.0000
451,0.0002
452,0.0064
453,0.0000
454,0.0000
455,0.0000
456,0.0000
457,0.0000
458,0.0000
459,0.0000
460,0.0000
461,0.0000
462,0.0000
463,0.0003
464,0.0000
465,0.0000
466,0.0000
467,0.0000
468,0.0001
469,0.0058
470,0.0000
471,0.0008
472,0.0000
473,0.0000
474,0.0000
475,0.0000
476,0.0000
477,0.0001
478,0.0000
479,0.0001
480,0.0000
481,0.0000
482,0.0000
483,0.0000
484,0.0000
485,0.0000
486,0.0000
487,0.0000
488,0.0000
489,0.0000
490,0.0000
491,0.0000
492,0.0000
493,0.3309
494,0.0000
495,0.0000
496,0.0000
497,0.0000
498,0.0000
499,0.0000
500,0.0000
501,0.0001
502,0.0000
503,0.0000
504,0.0000
505,0.0000
506,0.0000
507,0.0000
508,0.0000
509,0.0000
510,0.0000
511,0.0000
512,0.0000
513,0.0000
514,0.0000
515,0.0000
516,0.0000
517,0.0000
518,0.0000
519,0.0852
520,0.0000
521,0.0000
522,0.0081
523,0.0000
524,0.0000
525,0.0043
526,0.0000
527,0.0000
528,0.0000
529,0.0000
530,0.0000
531,0.0000
532,0.0000
533,0.2020
534,0.0000
535,0.0250
536,0.0001
537,0.0009
538,0.0008
539,0.0000
540,0.0000
541,0.0000
542,0.0000
543,0.0000
544,0.0000
545,0.0000
546,0.0000
547,0.0000
548,0.0000
549,0.0000
550,0.0000
551,0.0004
552,0.0000
553,0.1036
554,0.0000
555,0.0001
556,0.0037
557,0.0000
558,0.0000
559,0.0000
560,0.0009
561,0.0021
562,0.0000
563,0.0002
564,0.0001
565,0.0000
566,0.0000
567,0.0000
568,0.0002
569,0.0000
570,0.0034
571,0.0007
572,0.0389
573,0.0000
574,0.0002
575,0.0188
576,0.0001
577,0.0000
578,0.0001
579,0.0000
580,0.0011
581,0.0001
582,0.0053
583,0.0000
584,0.0000
585,0.0000
586,0.0008
587,0.0001
588,0.0408
589,0.0004
590,0.0053
591,0.0009
592,0.0125
593,0.0000
594,0.0003
595,0.0008
596,0.0003
597,0.0014
598,0.0000
599,0.0000
600,0.0000
601,0.0156
602,0.0083
603,0.0011
604,0.0000
605,0.0000
606,0.0006
607,0.0005
608,0.0002
609,0.0036
610,0.0153
611,0.0000
612,0.0016
613,0.0007
614,0.0000
615,0.0009
616,0.0000
617,0.0004
618,0.0007
619,0.0005
620,0.0170
621,0.0010
622,0.0006
623,0.0000
624,0.0001
625,0.0000
626,0.0000
627,0.0001
628,0.0000
629,0.0238
630,0.0000
631,0.0000
632,0.0000
633,0.0003
634,0.0003
635,0.0255
636,0.0000
637,0.0152
638,0.0042
639,0.0000
640,0.0013
641,0.0000
642,0.0002
643,0.0000
644,0.0000
645,0.0025
646,0.0000
647,0.0000
648,0.0000
649,0.0014
650,0.0000
651,0.0000
652,0.0000
653,0.0000
654,0.0000
655,0.0000
656,0.0000
657,0.0000
658,0.0000
659,0.0000
660,0.1295
661,0.0000
662,0.0085
663,0.0000
664,0.0042
665,0.0082
666,0.0000
667,0.0001
668,0.0314
669,0.0404
670,0.0020
671,0.0000
672,0.0001
673,0.0000
674,0.0000
675,0.0014
676,0.0000
677,0.0000
678,0.0000
679,0.0104
680,0.0001
681,0.0000
682,0.0005
683,0.0000
684,0.0000
685,0.0000
686,0.0074
687,0.0000
688,0.0095
689,0.0016
690,0.0010
691,0.0000
692,0.0000
693,0.0009
694,0.2019
695,0.0000
696,0.0010
697,0.0000
698,0.0003
699,0.0058
700,0.2019
701,0.0000
702,0.0001
703,0.0000
704,0.0001
705,0.0000
706,0.0082
707,0.0000
708,0.0000
709,0.0000
710,0.0000
711,0.0003
712,0.0082
713,0.0000
714,0.0000
715,0.0000
716,0.0000
717,0.0003
718,0.0018
719,0.0000
720,0.0000
721,0.0005
722,0.0000
723,0.0000
724,0.0000
725,0.0000
726,0.0096
727,0.0082
728,0.0213
729,0.0109
730,0.0082
731,0.0000
732,0.0000
733,0.0014
734,0.0002
735,0.0082
736,0.0000
737,0.0000
738,0.0082
739,0.0000
740,0.0000
741,0.0033
742,0.0082
743,0.0000
744,0.0000
745,0.0016
746,0.0000
747,0.0000
748,0.0000
749,0.0000
750,0.0000
751,0.0062
752,0.0142
753,0.0090
754,0.0034
755,0.0044
756,0.0000
757,0.0000
758,0.0004
759,0.0000
760,0.0000
761,0.0000
762,0.0000
763,0.0000
764,0.0025
765,0.0000
766,0.0001
767,0.0000
768,0.0000
769,0.0000
770,0.0000
771,0.0000
772,0.0000
773,0.0017
774,0.0000
775,0.0000
776,0.0000
777,0.0000
778,0.0016
779,0.0000
780,0.0000
781,0.0000
782,0.0000
783,0.0000
784,0.0000
785,0.0002
786,0.0000
787,0.0000
788,0.0000
789,0.0000
790,0.0000
791,0.0000
792,0.0000
793,0.0000
794,0.0000
795,0.0000
796,0.2019
797,0.0003
798,0.0000
799,0.0082
800,0.0000
801,0.0000
802,0.0000
803,0.0000
804,0.0000
805,0.0000
806,0.0000
807,0.0000
808,0.0006
809,0.0014
810,0.0037
811,0.0082
812,0.0002
813,0.0000
814,0.0000
815,0.0000
816,0.0345
817,0.0000
818,0.0082
819,0.0000
820,0.0046
821,0.0000
822,0.0075
823,0.0000
824,0.0000
825,0.0000
826,0.0000
827,0.0000
828,0.0000
829,0.0000
830,0.0000
831,0.0000
832,0.0000
833,0.0000
834,0.0000
835,0.0082
836,0.0000
837,0.0000
838,0.0049
839,0.0004
840,0.0027
841,0.0000
842,0.0000
843,0.0000
844,0.0004
845,0.0000
846,0.0082
847,0.0203
848,0.0000
849,0.0000
850,0.0028
851,0.0000
852,0.0000
853,0.0000
854,0.0000
855,0.0000
856,0.0000
857,0.0119
858,0.0000
859,0.0000
860,0.0000
861,0.0082
862,0.0000
863,0.0012
864,0.0000
865,0.0104
866,0.0001
867,0.0000
868,0.0000
869,0.0045
870,0.0000
871,0.0000
872,0.0000
873,0.0000
874,0.0000
875,0.0000
876,0.0000
877,0.0000
878,0.0000
879,0.0082
880,0.0000
881,0.0000
882,0.0000
883,0.0000
884,0.0000
885,0.0000
886,0.0082
887,0.0000
888,0.0000
889,0.0000
890,0.0000
891,0.0082
892,0.0000
893,0.0000
894,0.0000
895,0.0000
896,0.0000
897,0.0001
898,0.0000
899,0.0607
900,0.0000
901,0.0028
902,0.0000
903,0.0000
904,0.0003
905,0.0000
906,0.0000
907,0.0000
908,0.0000
909,0.0000
910,0.0000
911,0.0000
912,0.0000
913,0.0028
914,0.0000
915,0.0000
916,0.0020
917,0.0000
918,0.0000
919,0.0000
920,0.0000
921,0.0000
922,0.0001
923,0.0000
924,0.0000
925,0.0001
926,0.0000
927,0.0000
928,0.0000
929,0.0000
930,0.0000
931,0.0000
932,0.0000
933,0.0000
934,0.0000
935,0.0061
936,0.0000
937,0.0000
938,0.0000
939,0.0000
940,0.0003
941,0.0000
942,0.0000
943,0.0000
944,0.0000
945,0.0000
946,0.0000
947,0.0000
948,0.0000
949,0.0000
950,0.0000
951,0.0103
952,0.0082
953,0.0000
954,0.0082
955,0.0000
956,0.0000
957,0.0000
958,0.0000
959,0.0000
960,0.0000
961,0.0000
962,0.0003
963,0.0000
964,0.0005
965,0.0000
966,0.0008
967,0.0000
968,0.0000
969,0.0056
970,0.0000
971,0.0000
972,0.0000
973,0.0000
974,0.0000
975,0.0000
976,0.0000
977,0.0000
978,0.0000
979,0.0000
980,0.0000
981,0.0000
982,0.0082
983,0.0000
984,0.0000
985,0.0000
986,0.0000
987,0.0008
988,0.0000
989,0.0000
990,0.0000
991,0.0000
992,0.0000
993,0.0000
994,0.0000
995,0.0000
996,0.0000
997,0.0000
998,0.0000
999,0.0000
1000,0.0000
1001,0.0000
1002,0.0030
1003,0.0007
1004,0.0000
1005,0.0000
1006,0.0174
1007,0.0000
1008,0.0000
1009,0.0153
1010,0.0000
1011,0.0000
1012,0.0000
1013,0.0000
1014,0.0059
1015,0.0000
1016,0.0000
1017,0.0000
1018,0.0000
1019,0.0000
1020,0.0000
1021,0.0000
1022,0.0000
1023,0.0099
1024,0.0000
1025,0.0035
1026,0.0000
1027,0.0000
1028,0.0000
1029,0.0000
1030,0.0000
1031,0.0048
1032,0.0000
1033,0.0000
1034,0.0000
1035,0.0000
1036,0.0000
1037,0.0000
1038,0.0000
1039,0.0000
1040,0.0000
1041,0.0000
1042,0.0000
1043,0.0000
1044,0.0000
1045,0.0000
1046,0.0000
1047,0.0008
1048,0.0000
1049,0.0000
1050,0.0000
1051,0.0000
1052,0.0000
1053,0.0000
1054,0.0000
1055,0.0641
1056,0.0000
1057,0.0000
1058,0.0000
1059,0.0000
1060,0.0001
1061,0.0000
1062,0.0000
1063,0.0000
1064,0.0001
1065,0.1042
1066,0.0000
1067,0.0000
1068,0.0000
1069,0.0000
1070,0.0000
1071,0.0000
1072,0.0000
1073,0.0000
1074,0.0366
1075,0.0000
1076,0.0006
1077,0.0000
1078,0.0000
1079,0.0094
1080,0.0009
1081,0.0175
1082,0.0000
1083,0.0006
1084,0.0084
1085,0.0005
1086,0.0000
1087,0.0000
1088,0.0136
1089,0.0001
1090,0.0001
1091,0.0082
1092,0.0001
1093,0.0071
1094,0.0072
1095,0.0002
1096,0.0022
1097,0.0173
1098,0.0001
1099,0.0089
1100,0.0009
1101,0.0000
1102,0.0084
1103,0.0056
1104,0.0009
1105,0.0000
1106,0.0291
1107,0.0045
1108,0.0000
1109,0.0000
1110,0.0000
1111,0.0001
1112,0.0000
1113,0.0006
1114,0.0049
1115,0.0082
1116,0.0000
1117,0.0005
1118,0.0071
1119,0.0001
1120,0.0043
1121,0.0000
1122,0.0000
1123,0.0000
1124,0.0000
1125,0.0000
1126,0.0014
1127,0.0000
1128,0.0000
1129,0.0000
1130,0.0000
1131,0.0000
1132,0.0000
1133,0.0000
1134,0.0000
1135,0.0026
1136,0.0035
1137,0.0000
1138,0.0000
1139,0.0001
1140,0.0017
1141,0.0000
1142,0.0014
1143,0.0000
1144,0.0000
1145,0.0009
1146,0.0000
1147,0.0002
1148,0.0010
1149,0.0000
1150,0.0007
1151,0.0453
1152,0.0000
1153,0.0000
1154,0.0000
1155,0.0003
1156,0.0000
1157,0.0000
1158,0.0000
1159,0.0000
1160,0.0000
1161,0.0000
1162,0.0007
1163,0.0003
1164,0.0001
1165,0.0000
1166,0.0002
1167,0.0091
1168,0.0073
1169,0.0000
1170,0.0000
1171,0.0000
1172,0.0000
1173,0.0000
1174,0.0000
1175,0.2552
1176,0.0000
1177,0.0000
1178,0.0003
1179,0.0119
1180,0.0000
1181,0.0000
1182,0.0000
1183,0.0000
1184,0.0007
1185,0.0000
1186,0.0106
1187,0.0010
1188,0.0019
1189,0.0110
1190,0.0009
1191,0.0003
1192,0.0040
1193,0.0036
1194,0.0000
1195,0.0008
1196,0.0001
1197,0.0001
1198,0.0000
1199,0.0005
1200,0.0001
1201,0.0000
1202,0.0017
1203,0.0029
1204,0.0000
1205,0.0000
1206,0.0000
1207,0.0002
1208,0.0019
1209,0.0013
1210,0.0000
1211,0.0005
1212,0.0000
1213,0.0285
1214,0.0002
1215,0.0000
1216,0.0012
1217,0.0000
1218,0.0000
1219,0.0000
1220,0.0000
1221,0.0000
1222,0.0001
1223,0.0048
1224,0.0001
1225,0.0000
1226,0.0036
1227,0.0000
1228,0.0000
1229,0.0020
1230,0.0000
1231,0.0668
1232,0.0010
1233,0.0000
1234,0.0000
1235,0.0003
1236,0.0000
1237,0.0001
1238,0.0001
1239,0.0002
1240,0.0003
1241,0.3309
1242,0.0003
1243,0.0004
1244,0.0000
1245,0.0002
1246,0.2039
1247,0.0004
1248,0.0000
1249,0.0248
1250,0.0032
1251,0.0000
1252,0.0000
1253,0.0001
1254,0.0003
1255,0.0001
1256,0.0002
1257,0.0003
1258,0.0019
1259,0.0002
1260,0.0037
1261,0.0000
1262,0.0007
1263,0.0000
1264,0.0010
1265,0.0000
1266,0.0023
1267,0.0020
1268,0.0006
1269,0.0008
1270,0.0020
1271,0.2019
1272,0.0005
1273,0.0014
1274,0.0000
1275,0.0025
1276,0.0000
1277,0.0014
1278,0.0006
1279,0.0427
1280,0.0011
1281,0.0000
1282,0.0000
1283,0.0005
1284,0.0000
1285,0.0004
1286,0.0000
1287,0.0000
1288,0.0000
1289,0.0000
1290,0.0000
1291,0.0000
1292,0.0001
1293,0.2019
1294,0.0000
1295,0.0031
1296,0.0000
1297,0.0000
1298,0.0000
1299,0.2019
1300,0.0000
1301,0.0000
1302,0.0028
1303,0.0000
1304,0.0000
1305,0.0000
1306,0.0000
1307,0.0000
1308,0.0003
1309,0.0000
1310,0.0000
1311,0.0000
1312,0.0000
1313,0.0000
1314,0.0021
1315,0.0000
1316,0.2019
1317,0.0013
1318,0.0001
1319,0.0000
1320,0.0000
1321,0.0000
1322,0.0000
1323,0.0000
1324,0.0001
1325,0.2019
1326,0.0000
1327,0.0000
1328,0.0000
1329,0.0000
1330,0.0000
1331,0.0000
1332,0.0000
1333,0.0000
1334,0.0000
1335,0.0529
1336,0.0000
1337,0.0000
1338,0.0000
1339,0.0000
1340,0.0000
1341,0.0001
1342,0.0267
1343,0.0000
1344,0.0000
1345,0.0000
1346,0.3309
1347,0.0001
1348,0.0000
1349,0.0524
1350,0.0000
1351,0.0069
1352,0.0058
1353,0.0001
1354,0.0000
1355,0.0000
1356,0.0000
1357,0.0001
1358,0.3309
1359,0.0000
1360,0.0000
1361,0.0000
1362,0.0000
1363,0.0007
1364,0.0002
1365,0.0000
1366,0.0000
1367,0.0001
1368,0.0007
1369,0.0000
1370,0.0001
1371,0.0000
1372,0.0000
1373,0.0106
1374,0.0000
1375,0.0005
1376,0.0001
1377,0.0001
1378,0.0000
1379,0.0050
1380,0.0000
1381,0.0478
1382,0.0000
1383,0.0002
1384,0.0003
1385,0.0009
1386,0.0000
1387,0.0009
1388,0.0002
1389,0.0002
1390,0.0002
1391,0.0003
1392,0.0083
1393,0.0001
1394,0.0289
1395,0.0000
1396,0.0001
1397,0.0022
1398,0.0000
1399,0.0000
1400,0.0000
1401,0.0260
1402,0.0016
1403,0.0076
1404,0.0000
1405,0.0000
1406,0.0000
1407,0.0011
1408,0.0000
1409,0.0072
1410,0.0001
1411,0.0000
1412,0.0000
1413,0.0001
1414,0.0000
1415,0.0018
1416,0.0008
1417,0.0000
1418,0.0000
1419,0.0000
1420,0.0005
1421,0.0000
1422,0.0189
1423,0.0119
1424,0.0000
1425,0.0000
1426,0.0000
1427,0.0082
1428,0.0001
1429,0.0368
1430,0.0088
1431,0.0022
1432,0.0000
1433,0.0000
1434,0.0000
1435,0.0004
1436,0.0047
1437,0.0031
1438,0.0000
1439,0.0000
1440,0.0000
1441,0.0008
1442,0.0000
1443,0.0000
1444,0.0000
1445,0.0000
1446,0.0000
1447,0.0000
1448,0.0000
1449,0.0006
1450,0.0107
1451,0.0020
1452,0.0226
1453,0.0002
1454,0.0000
1455,0.0082
1456,0.0000
1457,0.0024
1458,0.0000
1459,0.0078
1460,0.0001
1461,0.0000
1462,0.0000
1463,0.0005
1464,0.0000
1465,0.0003
1466,0.0000
1467,0.0000
1468,0.0006
1469,0.0000
1470,0.0000
1471,0.0000
1472,0.0618
1473,0.0000
1474,0.0000
1475,0.0000
1476,0.0000
1477,0.0000
1478,0.0023
1479,0.0009
1480,0.0001
1481,0.0004
1482,0.0000
1483,0.0000
1484,0.0000
1485,0.0000
1486,0.0011
1487,0.0010
1488,0.0066
1489,0.0000
1490,0.0000
1491,0.0001
1492,0.0000
1493,0.0019
1494,0.0000
1495,0.0000
1496,0.0000
1497,0.0036
1498,0.0000
1499,0.0000
1500,0.0000
1501,0.0002
1502,0.0000
1503,0.0000
1504,0.0006
1505,0.0000
1506,0.0000
1507,0.0000
1508,0.0004
1509,0.0017
1510,0.0000
1511,0.0000
1512,0.3030
1513,0.0000
1514,0.0000
1515,0.0000
1516,0.0000
1517,0.0000
1518,0.0000
1519,0.0000
1520,0.0000
1521,0.0000
1522,0.0000
1523,0.0121
1524,0.0000
1525,0.0134
1526,0.0002
1527,0.0000
1528,0.0026
1529,0.0004
1530,0.0121
1531,0.0004
1532,0.0000
1533,0.0000
1534,0.0001
1535,0.0001
1536,0.0000
1537,0.0001
1538,0.0004
1539,0.0001
1540,0.0000
1541,0.0002
1542,0.0000
1543,0.0003
1544,0.0000
1545,0.0000
1546,0.0000
1547,0.0000
1548,0.0279
1549,0.0000
1550,0.0000
1551,0.0000
1552,0.0013
1553,0.0000
1554,0.0000
1555,0.0000
1556,0.0010
1557,0.0000
1558,0.0000
1559,0.0001
1560,0.0000
1561,0.0001
1562,0.0000
1563,0.0000
1564,0.0000
1565,0.0000
1566,0.0082
1567,0.0003
1568,0.0012
1569,0.0003
1570,0.0000
1571,0.0127
1572,0.0000
1573,0.0005
1574,0.0000
1575,0.0078
1576,0.0015
1577,0.0013
1578,0.0001
1579,0.0003
1580,0.0000
1581,0.0000
1582,0.0000
1583,0.0325
1584,0.0000
1585,0.0082
1586,0.0000
1587,0.0000
1588,0.0000
1589,0.0000
1590,0.0002
1591,0.0000
1592,0.0006
1593,0.0000
1594,0.0000
1595,0.0000
1596,0.0000
1597,0.0060
1598,0.0000
1599,0.0000
1600,0.0000
1601,0.0000
1602,0.0000
1603,0.0000
1604,0.0001
1605,0.0000
1606,0.0000
1607,0.0000
1608,0.0011
1609,0.0000
1610,0.0000
1611,0.0005
1612,0.0000
1613,0.0000
1614,0.0000
1615,0.0029
1616,0.0244
1617,0.0002
1618,0.0000
1619,0.0082
1620,0.0000
1621,0.0000
1622,0.0000
1623,0.0000
1624,0.0085
1625,0.0000
1626,0.0000
1627,0.0000
1628,0.0000
1629,0.0000
1630,0.0000
1631,0.0001
1632,0.0000
1633,0.0001
1634,0.0028
1635,0.0038
1636,0.0000
1637,0.0000
1638,0.0003
1639,0.0004
1640,0.0000
1641,0.0000
1642,0.0000
1643,0.0000
1644,0.0013
1645,0.0001
1646,0.0023
1647,0.0000
1648,0.0000
1649,0.0000
1650,0.0000
1651,0.0000
1652,0.0000
1653,0.1598
1654,0.0000
1655,0.0000
1656,0.0057
1657,0.0000
1658,0.0000
1659,0.0000
1660,0.0007
1661,0.0000
1662,0.0033
1663,0.0005
1664,0.0004
1665,0.0002
1666,0.0006
1667,0.0026
1668,0.0007
1669,0.0008
1670,0.0019
1671,0.0000
1672,0.0049
1673,0.0096
1674,0.0129
1675,0.0081
1676,0.0002
1677,0.0000
1678,0.0001
1679,0.0042
1680,0.0000
1681,0.0134
1682,0.0001
1683,0.0000
1684,0.0001
1685,0.0000
1686,0.0000
1687,0.0001
1688,0.0004
1689,0.0000
1690,0.0000
1691,0.0000
1692,0.0037
1693,0.0000
1694,0.0000
1695,0.0000
1696,0.0001
1697,0.0000
1698,0.0000
1699,0.0003
1700,0.0000
1701,0.0000
1702,0.0000
1703,0.0000
1704,0.0003
1705,0.0037
1706,0.0000
1707,0.0000
1708,0.0000
1709,0.0000
1710,0.0000
1711,0.0000
1712,0.0000
1713,0.0000
1714,0.0000
1715,0.0000
1716,0.0000
1717,0.0000
1718,0.0000
1719,0.0000
1720,0.0000
1721,0.0000
1722,0.0000
1723,0.0000
1724,0.0000
1725,0.0000
1726,0.0001
1727,0.0000
1728,0.0000
1729,0.0000
1730,0.0000
1731,0.0000
1732,0.0000
1733,0.0000
1734,0.2019
1735,0.0000
1736,0.0000
1737,0.0000
1738,0.0000
1739,0.0000
1740,0.0000
1741,0.0000
1742,0.0000
1743,0.0000
1744,0.0250
1745,0.0000
1746,0.0000
1747,0.0140
1748,0.0098
1749,0.0000
1750,0.0000
1751,0.0000
1752,0.0204
1753,0.0000
1754,0.0000
1755,0.0000
1756,0.0003
1757,0.0000
1758,0.0000
1759,0.0000
1760,0.0000
1761,0.0000
1762,0.0000
1763,0.0000
1764,0.0000
1765,0.0000
1766,0.0000
1767,0.0001
1768,0.0001
1769,0.0000
1770,0.0000
1771,0.0000
1772,0.0000
1773,0.0000
1774,0.0000
1775,0.0000
1776,0.0029
1777,0.0000
1778,0.0000
1779,0.0001
1780,0.0001
1781,0.0007
1782,0.0002
1783,0.0000
1784,0.0000
1785,0.0000
1786,0.0000
1787,0.0025
1788,0.0001
1789,0.0000
1790,0.0000
1791,0.0000
1792,0.0000
1793,0.0000
1794,0.0000
1795,0.0000
1796,0.0012
1797,0.0000
1798,0.0000
1799,0.0000
1800,0.0000
1801,0.0001
1802,0.0000
1803,0.0001
1804,0.0000
1805,0.0589
1806,0.0000
1807,0.0000
1808,0.0000
1809,0.0000
1810,0.0001
1811,0.0000
1812,0.0000
1813,0.0000
1814,0.0000
1815,0.0000
1816,0.0000
1817,0.0025
1818,0.0000
1819,0.0000
1820,0.0000
1821,0.0002
1822,0.0036
1823,0.0000
1824,0.0000
1825,0.0000
1826,0.0000
1827,0.0003
1828,0.0004
1829,0.0000
1830,0.0000
1831,0.0000
1832,0.0000
1833,0.0000
1834,0.0000
1835,0.0001
1836,0.0002
1837,0.0000
1838,0.0000
1839,0.0000
1840,0.0001
1841,0.0003
1842,0.0001
1843,0.0002
1844,0.0001
1845,0.0002
1846,0.0014
1847,0.0000
1848,0.0006
1849,0.0112
1850,0.0002
1851,0.0705
1852,0.0000
1853,0.0001
1854,0.0005
1855,0.0010
1856,0.0002
1857,0.0000
1858,0.0087
1859,0.0000
1860,0.0106
1861,0.0000
1862,0.0007
1863,0.0000
1864,0.0000
1865,0.0001
1866,0.2019
1867,0.0000
1868,0.0000
1869,0.0000
1870,0.0000
1871,0.0001
1872,0.0081
